kml_nombre,kml_lat,kml_lon,kml_capa,kml_category,action,osm_id,osm_name,distance_m,notes
PE-302,-8.0837564,-79.0424333,Consolidado,cyan,new,,,,
PE-307,-8.0823870,-79.0401015,Consolidado,cyan,new,,,,
PE-309,-8.0779806,-79.0383812,Consolidado,cyan,new,,,,
PE-311,-8.0768838,-79.0376102,Consolidado,cyan,new,,,,
PE-312,-8.0768933,-79.0375019,Consolidado,cyan,new,,,,
PE-313,-8.0806425,-79.0369042,Consolidado,cyan,new,,,,
PE-315,-8.0836553,-79.0351573,Consolidado,cyan,new,,,,
PE-317,-8.0865085,-79.0335426,Consolidado,cyan,new,,,,
PE-319,-8.0816258,-79.0324612,Consolidado,cyan,new,,,,
PE-32,-8.0673310,-79.0754919,Consolidado,cyan,new,,,,
PE-321,-8.0779075,-79.0358248,Consolidado,cyan,new,,,,
PE-323,-8.0805595,-79.0343248,Consolidado,cyan,new,,,,
PE-325,-8.0834781,-79.0327812,Consolidado,cyan,new,,,,
PE-329,-8.0788609,-79.0324188,Consolidado,cyan,new,,,,
PE-332,-8.0683271,-79.0343211,Consolidado,cyan,new,,,,
PE-334,-8.0629450,-79.0339188,Consolidado,cyan,new,,,,
PE-338,-8.0712789,-79.0342138,Consolidado,cyan,new,,,,
PE-341,-8.0686017,-79.0347660,Consolidado,cyan,new,,,,
PE-343,-8.0665027,-79.0360159,Consolidado,cyan,new,,,,
PE-344,-8.0678167,-79.0374148,Consolidado,cyan,new,,,,
PE-345,-8.0675714,-79.0371969,Consolidado,cyan,new,,,,
PE-346,-8.0664478,-79.0396036,Consolidado,cyan,new,,,,
PE-347,-8.0665670,-79.0395640,Consolidado,cyan,new,,,,
PE-348,-8.0636067,-79.0404295,Consolidado,cyan,new,,,,
PE-349,-8.0643386,-79.0417705,Consolidado,cyan,new,,,,
PE-352,-8.0805898,-79.0418945,Consolidado,cyan,new,,,,
PE-353,-8.0807456,-79.0418507,Consolidado,cyan,new,,,,
PE-37,-8.0661234,-79.0573282,Consolidado,cyan,new,,,,
PE-39,-8.0705230,-79.0558537,Consolidado,cyan,new,,,,
PE-41,-8.0759231,-79.0477443,Consolidado,cyan,new,,,,
PE-43,-8.0637257,-79.0520044,Consolidado,cyan,new,,,,
PE-45,-8.0763807,-79.0468353,Consolidado,cyan,new,,,,
PE-46,-8.0792547,-79.0451941,Consolidado,cyan,new,,,,
PE-47,-8.0744018,-79.0565049,Consolidado,cyan,new,,,,
PE-5,-8.0467223,-79.0685845,Consolidado,cyan,new,,,,
PE-50,-8.0724897,-79.0492565,Consolidado,cyan,new,,,,
PE-52,-8.0646658,-79.0493035,Consolidado,cyan,new,,,,
PE-53,-8.0676206,-79.0482491,Consolidado,cyan,new,,,,
PE-55,-8.0721624,-79.0456464,Consolidado,cyan,new,,,,
PE-56,-8.0746795,-79.0443665,Consolidado,cyan,new,,,,
PE-57,-8.0769520,-79.0431166,Consolidado,cyan,new,,,,
PE-58,-8.0787356,-79.0421107,Consolidado,cyan,new,,,,
PE-59,-8.0620253,-79.0500282,Consolidado,cyan,new,,,,
PE-61,-8.0655458,-79.0483987,Consolidado,cyan,new,,,,
PE-62,-8.0684346,-79.0469714,Consolidado,cyan,new,,,,
PE-64,-8.0728895,-79.0445185,Consolidado,cyan,new,,,,
PE-66,-8.0775935,-79.0419606,Consolidado,cyan,new,,,,
PE-74,-8.0632474,-79.0474714,Consolidado,cyan,new,,,,
PE-75,-8.0648641,-79.0457973,Consolidado,cyan,new,,,,
PE-77,-8.0679599,-79.0478116,Consolidado,cyan,new,,,,
PE-84,-8.0775439,-79.0403689,Consolidado,cyan,new,,,,
PE-86,-8.0781728,-79.0514762,Consolidado,cyan,new,,,,
PE-87,-8.0810635,-79.0501693,Consolidado,cyan,new,,,,
PE-89,-8.0784874,-79.0558970,Consolidado,cyan,new,,,,
PE-9,-8.0513339,-79.0765439,Consolidado,cyan,new,,,,
PE-94,-8.0735723,-79.0584537,Consolidado,cyan,new,,,,
PE-98,-8.0466333,-79.0574802,Consolidado,cyan,new,,,,
PE-99,-8.0517147,-79.0573379,Consolidado,cyan,new,,,,
PFM-100,-8.0751990,-79.0229329,Consolidado,cyan,new,,,,
PFM-101,-8.0805455,-79.0189497,Consolidado,cyan,new,,,,
PFM-102,-8.0796036,-79.0158208,Consolidado,cyan,new,,,,
PFM-104,-8.0806553,-79.0190132,Consolidado,cyan,new,,,,
PFM-105,-8.0768681,-79.0226164,Consolidado,cyan,new,,,,
PFM-106,-8.0768976,-79.0225113,Consolidado,cyan,new,,,,
PFM-11,-8.0831286,-79.0242209,Consolidado,cyan,new,,,,
PFM-12,-8.0830520,-79.0242926,Consolidado,cyan,new,,,,
PFM-15,-8.0776594,-79.0248784,Consolidado,cyan,new,,,,
PFM-16,-8.0761330,-79.0203772,Consolidado,cyan,new,,,,
PFM-17,-8.0797043,-79.0196721,Consolidado,cyan,new,,,,
PFM-18,-8.0839135,-79.0187287,Consolidado,cyan,new,,,,
PFM-2,-8.0803007,-79.0122048,Consolidado,cyan,new,,,,
PFM-22,-8.0753421,-79.0136748,Consolidado,cyan,new,,,,
PFM-23,-8.0752494,-79.0137516,Consolidado,cyan,new,,,,
PFM-24,-8.0857796,-79.0165788,Consolidado,cyan,new,,,,
PFM-25,-8.0872126,-79.0263157,Consolidado,cyan,new,,,,
PFM-26,-8.0867401,-79.0226666,Consolidado,cyan,new,,,,
PFM-27,-8.0863014,-79.0199551,Consolidado,cyan,new,,,,
PFM-28,-8.0837409,-79.0188501,Consolidado,cyan,new,,,,
PFM-29,-8.0845681,-79.0232741,Consolidado,cyan,new,,,,
PFM-3,-8.0728595,-79.0209204,Consolidado,cyan,new,,,,
PFM-30,-8.0796005,-79.0197762,Consolidado,cyan,new,,,,
PFM-31,-8.0858925,-79.0166589,Consolidado,cyan,new,,,,
PFM-32,-8.0872923,-79.0263612,Consolidado,cyan,new,,,,
PFM-33,-8.0868323,-79.0227315,Consolidado,cyan,new,,,,
PFM-34,-8.0864100,-79.0200443,Consolidado,cyan,new,,,,
PFM-35,-8.0788277,-79.0263912,Consolidado,cyan,new,,,,
PFM-37,-8.0783783,-79.0175674,Consolidado,cyan,new,,,,
PFM-38,-8.0782727,-79.0175315,Consolidado,cyan,new,,,,
PFM-39,-8.0886950,-79.0265223,Consolidado,cyan,new,,,,
PFM-41,-8.0863649,-79.0267987,Consolidado,cyan,new,,,,
PFM-42,-8.0841867,-79.0270852,Consolidado,cyan,new,,,,
PFM-43,-8.0821844,-79.0273156,Consolidado,cyan,new,,,,
PFM-44,-8.0799614,-79.0276230,Consolidado,cyan,new,,,,
PFM-49,-8.0805819,-79.0303300,Consolidado,cyan,new,,,,
PFM-5,-8.0876268,-79.0300744,Consolidado,cyan,new,,,,
PFM-50,-8.0802882,-79.0271940,Consolidado,cyan,new,,,,
PFM-51,-8.0799520,-79.0234545,Consolidado,cyan,new,,,,
PFM-55,-8.0770030,-79.0158262,Consolidado,cyan,new,,,,
PFM-59,-8.0744894,-79.0173726,Consolidado,cyan,new,,,,
PFM-61,-8.0747301,-79.0167376,Consolidado,cyan,new,,,,
PFM-64,-8.0836505,-79.0253288,Consolidado,cyan,new,,,,
PFM-66,-8.0838647,-79.0280780,Consolidado,cyan,new,,,,
PFM-67,-8.0839012,-79.0279664,Consolidado,cyan,new,,,,
PFM-7,-8.0738151,-79.0251873,Consolidado,cyan,new,,,,
PFM-70,-8.0846388,-79.0255837,Consolidado,cyan,new,,,,
PFM-72,-8.0878795,-79.0251283,Consolidado,cyan,new,,,,
PFM-76,-8.0807811,-79.0220543,Consolidado,cyan,new,,,,
PFM-78,-8.0808623,-79.0256418,Consolidado,cyan,new,,,,
PFM-8,-8.0737220,-79.0252657,Consolidado,cyan,new,,,,
PFM-80,-8.0812042,-79.0294089,Consolidado,cyan,new,,,,
PFM-82,-8.0789068,-79.0294529,Consolidado,cyan,new,,,,
PFM-88,-8.0727021,-79.0275422,Consolidado,cyan,new,,,,
PFM-90,-8.0780774,-79.0296014,Consolidado,cyan,new,,,,
PFM-92,-8.0756145,-79.0300411,Consolidado,cyan,new,,,,
PFM-94,-8.0728057,-79.0294648,Consolidado,cyan,new,,,,
PFM-96,-8.0757594,-79.0257714,Consolidado,cyan,new,,,,
PH-1,-8.0885672,-79.1152844,Consolidado,cyan,new,,,,
PH-10,-8.0785825,-79.1204700,Consolidado,cyan,new,,,,
PH-104,-8.0012454,-79.0722103,Consolidado,cyan,new,,,,
PH-106,-8.0142274,-79.0663054,Consolidado,cyan,new,,,,
PH-108,-8.0354181,-79.0637393,Consolidado,cyan,new,,,,
PH-111,-8.0234280,-79.0648949,Consolidado,cyan,merge,11911534030,Calle Alfonso Ugarte,11.9,
PH-114,-8.0342637,-79.0613915,Consolidado,cyan,new,,,,
PH-115,-8.0376507,-79.0602041,Consolidado,cyan,new,,,,
PH-12,-8.0860040,-79.1222823,Consolidado,cyan,new,,,,
PH-120,-8.0512139,-79.0844214,Consolidado,cyan,new,,,,
PH-121,-8.0525756,-79.0817881,Consolidado,cyan,new,,,,
PH-123,-8.0203087,-79.0706564,Consolidado,cyan,new,,,,
PH-124,-8.0262537,-79.0683855,Consolidado,cyan,new,,,,
PH-126,-8.0229589,-79.0696453,Consolidado,cyan,new,,,,
PH-127,-8.0355406,-79.0639400,Consolidado,cyan,new,,,,
PH-129,-8.0191580,-79.0661336,Consolidado,cyan,new,,,,
PH-13,-8.0891681,-79.1197273,Consolidado,cyan,merge,12121155280,Avenida la Rivera,23.4,
PH-130,-8.0229559,-79.0649224,Consolidado,cyan,new,,,,
PH-133,-8.0344887,-79.0611403,Consolidado,cyan,new,,,,
PH-14,-8.0913396,-79.1179093,Consolidado,cyan,new,,,,
PH-140,-8.0117564,-79.0686155,Consolidado,cyan,new,,,,
PH-141,-8.0144948,-79.0661484,Consolidado,cyan,new,,,,
PH-143,-8.0294670,-79.0673487,Consolidado,cyan,new,,,,
PH-145,-8.0343478,-79.0671909,Consolidado,cyan,new,,,,
PH-147,-8.0364477,-79.0708489,Consolidado,cyan,new,,,,
PH-152,-8.0447344,-79.0731429,Consolidado,cyan,new,,,,
PH-153,-8.0449004,-79.0730631,Consolidado,cyan,new,,,,
PH-158,-8.0383547,-79.0725194,Consolidado,cyan,new,,,,
PH-159,-8.0383650,-79.0724132,Consolidado,cyan,new,,,,
PH-164,-8.0999365,-79.0568686,Consolidado,cyan,new,,,,
PH-166,-8.0963821,-79.0556056,Consolidado,cyan,new,,,,
PH-18,-8.0678713,-79.1116806,Consolidado,cyan,new,,,,
PH-2,-8.0862166,-79.1144837,Consolidado,cyan,new,,,,
PH-20,-8.0735226,-79.1143749,Consolidado,cyan,new,,,,
PH-21,-8.0759939,-79.1154194,Consolidado,cyan,new,,,,
PH-22,-8.0796635,-79.1166180,Consolidado,cyan,new,,,,
PH-26,-8.0925294,-79.1055809,Consolidado,cyan,new,,,,
PH-29,-8.0898534,-79.1189116,Consolidado,cyan,new,,,,
PH-33,-8.0827125,-79.1195836,Consolidado,cyan,new,,,,
PH-34,-8.0815296,-79.1184274,Consolidado,cyan,new,,,,
PH-37,-8.0856184,-79.1143657,Consolidado,cyan,new,,,,
PH-38,-8.0888302,-79.1153856,Consolidado,cyan,new,,,,
PH-40,-8.0754246,-79.1153403,Consolidado,cyan,new,,,,
PH-41,-8.0723531,-79.1156960,Consolidado,cyan,new,,,,
PH-42,-8.0683357,-79.1169754,Consolidado,cyan,new,,,,
PH-48,-8.0912967,-79.0846524,Consolidado,cyan,new,,,,
PH-49,-8.0925669,-79.0803176,Consolidado,cyan,new,,,,
PH-50,-8.0932446,-79.0765552,Consolidado,cyan,new,,,,
PH-52,-8.0982767,-79.0687276,Consolidado,cyan,new,,,,
PH-53,-8.0998802,-79.0648293,Consolidado,cyan,new,,,,
PH-54,-8.1004971,-79.0616460,Consolidado,cyan,new,,,,
PH-56,-8.1027977,-79.1028561,Consolidado,cyan,new,,,,
PH-6,-8.0799599,-79.1185439,Consolidado,cyan,new,,,,
PH-66,-8.0995630,-79.0649709,Consolidado,cyan,new,,,,
PH-70,-8.0910791,-79.0846485,Consolidado,cyan,new,,,,
PH-71,-8.0897285,-79.0885843,Consolidado,cyan,new,,,,
PH-80,-8.0880754,-79.0944991,Consolidado,cyan,new,,,,
PH-82,-8.0878973,-79.0944031,Consolidado,cyan,new,,,,
PH-88,-8.0855391,-79.0526454,Consolidado,cyan,new,,,,
PH-89,-8.0178772,-79.0717329,Consolidado,cyan,new,,,,
PH-92,-8.0203867,-79.0707707,Consolidado,cyan,new,,,,
PH-94,-8.0262616,-79.0685253,Consolidado,cyan,new,,,,
PH-95,-8.0292226,-79.0675175,Consolidado,cyan,new,,,,
PH-96,-8.0318797,-79.0666986,Consolidado,cyan,new,,,,
PH-99,-8.0364955,-79.0707353,Consolidado,cyan,new,,,,
PP-1,-8.0668866,-79.0041567,Consolidado,cyan,new,,,,
PP-101,-8.0724338,-79.0042730,Consolidado,cyan,new,,,,
PP-102,-8.0724100,-79.0043625,Consolidado,cyan,new,,,,
PP-103,-8.0699131,-79.0040774,Consolidado,cyan,new,,,,
PP-105,-8.0718047,-79.0057648,Consolidado,cyan,new,,,,
PP-106,-8.0717218,-79.0032977,Consolidado,cyan,new,,,,
PP-108,-8.0693030,-79.0021610,Consolidado,cyan,new,,,,
PP-110,-8.0665313,-79.0022366,Consolidado,cyan,new,,,,
PP-112,-8.0778350,-78.9969846,Consolidado,cyan,new,,,,
PP-114,-8.0787205,-78.9942742,Consolidado,cyan,new,,,,
PP-118,-8.0762098,-79.0016644,Consolidado,cyan,new,,,,
PP-126,-8.0749659,-79.0070694,Consolidado,cyan,new,,,,
PP-127,-8.0785325,-79.0089952,Consolidado,cyan,new,,,,
PP-13,-8.0769694,-78.9926894,Consolidado,cyan,new,,,,
PP-134,-8.0698357,-79.0120301,Consolidado,cyan,new,,,,
PP-138,-8.0691946,-79.0107518,Consolidado,cyan,new,,,,
PP-14,-8.0749171,-78.9935766,Consolidado,cyan,new,,,,
PP-140,-8.0716978,-79.0063738,Consolidado,cyan,new,,,,
PP-142,-8.0686162,-79.0063856,Consolidado,cyan,new,,,,
PP-144,-8.0861796,-79.0088574,Consolidado,cyan,new,,,,
PP-145,-8.0863878,-79.0059746,Consolidado,cyan,new,,,,
PP-146,-8.0855788,-79.0122007,Consolidado,cyan,new,,,,
PP-147,-8.0732362,-78.9995300,Consolidado,cyan,new,,,,
PP-148,-8.0733307,-78.9995544,Consolidado,cyan,new,,,,
PP-152,-8.0677962,-79.0042818,Consolidado,cyan,new,,,,
PP-154,-8.0696425,-78.9954009,Consolidado,cyan,new,,,,
PP-155,-8.0694986,-78.9953944,Consolidado,cyan,new,,,,
PP-158,-8.0655910,-78.9932455,Consolidado,cyan,new,,,,
PP-16,-8.0742353,-78.9905465,Consolidado,cyan,new,,,,
PP-164,-8.0722846,-78.9927219,Consolidado,cyan,new,,,,
PP-166,-8.0711028,-78.9956520,Consolidado,cyan,new,,,,
PP-170,-8.0837239,-78.9975499,Consolidado,cyan,new,,,,
PP-172,-8.0729311,-78.9980621,Consolidado,cyan,new,,,,
PP-174,-8.0747842,-79.0012593,Consolidado,cyan,new,,,,
PP-176,-8.0831641,-79.0138680,Consolidado,cyan,new,,,,
PP-177,-8.0803811,-79.0120565,Consolidado,cyan,new,,,,
PP-178,-8.0771916,-79.0122625,Consolidado,cyan,new,,,,
PP-18,-8.0804605,-79.0085582,Consolidado,cyan,new,,,,
PP-181,-8.0717816,-79.0146000,Consolidado,cyan,new,,,,
PP-182,-8.0717238,-79.0146838,Consolidado,cyan,new,,,,
PP-185,-8.0717928,-79.0197268,Consolidado,cyan,new,,,,
PP-187,-8.0709397,-79.0157151,Consolidado,cyan,new,,,,
PP-19,-8.0842350,-79.0093643,Consolidado,cyan,new,,,,
PP-191,-8.0691230,-79.0166140,Consolidado,cyan,new,,,,
PP-192,-8.0691611,-79.0167100,Consolidado,cyan,new,,,,
PP-2,-8.0720672,-78.9939223,Consolidado,cyan,new,,,,
PP-20,-8.0813644,-79.0093835,Consolidado,cyan,new,,,,
PP-25,-8.0869607,-79.0013652,Consolidado,cyan,new,,,,
PP-26,-8.0879275,-78.9980693,Consolidado,cyan,new,,,,
PP-32,-8.0744531,-78.9948710,Consolidado,cyan,new,,,,
PP-34,-8.0715120,-78.9903550,Consolidado,cyan,new,,,,
PP-35,-8.0678251,-78.9851967,Consolidado,cyan,new,,,,
PP-36,-8.0666900,-78.9859549,Consolidado,cyan,new,,,,
PP-37,-8.0741255,-78.9913915,Consolidado,cyan,new,,,,
PP-40,-8.0829646,-79.0009174,Consolidado,cyan,new,,,,
PP-43,-8.0881309,-78.9981133,Consolidado,cyan,new,,,,
PP-44,-8.0871914,-79.0013315,Consolidado,cyan,new,,,,
PP-5,-8.0690162,-78.9927085,Consolidado,cyan,new,,,,
PP-50,-8.0842065,-79.0001625,Consolidado,cyan,new,,,,
PP-51,-8.0840205,-79.0001983,Consolidado,cyan,new,,,,
PP-52,-8.0662863,-78.9917880,Consolidado,cyan,new,,,,
PP-53,-8.0689580,-78.9928678,Consolidado,cyan,new,,,,
PP-54,-8.0721004,-78.9941149,Consolidado,cyan,new,,,,
PP-55,-8.0744037,-78.9950369,Consolidado,cyan,new,,,,
PP-56,-8.0772027,-78.9961574,Consolidado,cyan,new,,,,
PP-57,-8.0770633,-78.9933649,Consolidado,cyan,new,,,,
PP-62,-8.0872170,-78.9963388,Consolidado,cyan,new,,,,
PP-64,-8.0864962,-78.9988730,Consolidado,cyan,new,,,,
PP-66,-8.0858133,-79.0011545,Consolidado,cyan,new,,,,
PP-68,-8.0850744,-79.0039192,Consolidado,cyan,new,,,,
PP-7,-8.0677649,-78.9961527,Consolidado,cyan,new,,,,
PP-70,-8.0857424,-79.0031939,Consolidado,cyan,new,,,,
PP-72,-8.0834559,-79.0030990,Consolidado,cyan,new,,,,
PP-74,-8.0677646,-78.9962666,Consolidado,cyan,new,,,,
PP-77,-8.0649188,-78.9951616,Consolidado,cyan,new,,,,
PP-78,-8.0640607,-78.9903686,Consolidado,cyan,new,,,,
PP-80,-8.0641839,-78.9908436,Consolidado,cyan,new,,,,
PP-9,-8.0663240,-78.9916576,Consolidado,cyan,new,,,,
PP-91,-8.0806798,-79.0020381,Consolidado,cyan,new,,,,
PP-95,-8.0770288,-79.0060677,Consolidado,cyan,new,,,,
PP-97,-8.0782346,-79.0069731,Consolidado,cyan,new,,,,
PVL-1,-8.1377151,-79.0500497,DATA SET Victor Larco.csv Events,cyan,new,,,,
PVL-11,-8.1427463,-79.0484424,DATA SET Victor Larco.csv Events,cyan,new,,,,
PVL-12,-8.1456969,-79.0508620,DATA SET Victor Larco.csv Events,cyan,new,,,,
PVL-13,-8.1485167,-79.0498466,DATA SET Victor Larco.csv Events,cyan,new,,,,
PVL-15,-8.1447642,-79.0536381,DATA SET Victor Larco.csv Events,cyan,new,,,,
PVL-19,-8.1399929,-79.0522118,DATA SET Victor Larco.csv Events,cyan,new,,,,
PVL-2,-8.1400274,-79.0519929,DATA SET Victor Larco.csv Events,cyan,new,,,,
PVL-20,-8.1374203,-79.0500762,DATA SET Victor Larco.csv Events,cyan,new,,,,
PVL-23,-8.1358544,-79.0423196,DATA SET Victor Larco.csv Events,cyan,new,,,,
PVL-24,-8.1368126,-79.0400983,DATA SET Victor Larco.csv Events,cyan,new,,,,
PVL-29,-8.1419808,-79.0481355,DATA SET Victor Larco.csv Events,cyan,new,,,,
PVL-3,-8.1429608,-79.0545049,DATA SET Victor Larco.csv Events,cyan,new,,,,
PVL-30,-8.1450311,-79.0505606,DATA SET Victor Larco.csv Events,cyan,new,,,,
PVL-31,-8.1479676,-79.0505444,DATA SET Victor Larco.csv Events,cyan,new,,,,
PVL-33,-8.1447275,-79.0537444,DATA SET Victor Larco.csv Events,cyan,new,,,,
PVL-34,-8.1287240,-79.0485188,DATA SET Victor Larco.csv Events,cyan,new,,,,
PVL-35,-8.1288141,-79.0483569,DATA SET Victor Larco.csv Events,cyan,new,,,,
PVL-38,-8.1330894,-79.0489540,DATA SET Victor Larco.csv Events,cyan,new,,,,
PVL-42,-8.1503048,-79.0446185,DATA SET Victor Larco.csv Events,cyan,new,,,,
PVL-44,-8.1476653,-79.0444878,DATA SET Victor Larco.csv Events,cyan,new,,,,
PVL-45,-8.1454350,-79.0469949,DATA SET Victor Larco.csv Events,cyan,new,,,,
PVL-46,-8.1436942,-79.0490274,DATA SET Victor Larco.csv Events,cyan,new,,,,
PVL-5,-8.1387377,-79.0604828,DATA SET Victor Larco.csv Events,cyan,new,,,,
PVL-SC-HUAMAN,-8.1367921,-79.0395374,DATA SET Victor Larco.csv Events,cyan,new,,,,
PVL-SC3,-8.1337364,-79.0384177,DATA SET Victor Larco.csv Events,cyan,new,,,,
PL-100,-8.1103474,-78.9930865,LAREDO,cyan,new,,,,
PL-104,-8.1094242,-78.9915765,LAREDO,cyan,new,,,,
PL-105,-8.1094037,-78.9897148,LAREDO,cyan,new,,,,
PL-13,-8.0823366,-78.9554472,LAREDO,cyan,new,,,,
PL-15,-8.0903123,-78.9640547,LAREDO,cyan,new,,,,
PL-20,-8.0889753,-78.9635073,LAREDO,cyan,new,,,,
PL-21,-8.0902598,-78.9749250,LAREDO,cyan,new,,,,
PL-26,-8.0918744,-78.9650079,LAREDO,cyan,new,,,,
PL-27,-8.0867526,-78.9912397,LAREDO,cyan,new,,,,
PL-28,-8.0895382,-78.9566525,LAREDO,cyan,new,,,,
PL-29,-8.0777548,-78.9496140,LAREDO,cyan,new,,,,
PL-37,-8.0833038,-78.9527258,LAREDO,cyan,new,,,,
PL-42,-8.0918651,-78.9647742,LAREDO,cyan,new,,,,
PL-45,-8.0844190,-78.9599808,LAREDO,cyan,new,,,,
PL-48,-8.0903817,-78.9750568,LAREDO,cyan,new,,,,
PL-53,-8.0823828,-78.9553352,LAREDO,cyan,new,,,,
PL-55,-8.0869308,-78.9910364,LAREDO,cyan,new,,,,
PL-64,-8.0913307,-78.9719515,LAREDO,cyan,new,,,,
PL-65,-8.0914369,-78.9720450,LAREDO,cyan,new,,,,
PL-68,-8.0779062,-78.9560530,LAREDO,cyan,new,,,,
PL-69,-8.0778780,-78.9559310,LAREDO,cyan,new,,,,
PL-70,-8.0756728,-78.9575993,LAREDO,cyan,new,,,,
PL-72,-8.0732395,-78.9573763,LAREDO,cyan,new,,,,
PL-73,-8.0731556,-78.9574229,LAREDO,cyan,new,,,,
PL-74,-8.0711808,-78.9548467,LAREDO,cyan,new,,,,
PL-75,-8.0712887,-78.9548792,LAREDO,cyan,new,,,,
PL-78,-8.0684744,-78.9527083,LAREDO,cyan,new,,,,
PL-88,-8.0662018,-78.9778818,LAREDO,cyan,new,,,,
PL-92,-8.0868701,-78.9918826,LAREDO,cyan,new,,,,
PL-95,-8.0769299,-78.9924734,LAREDO,cyan,new,,,,
PL-97,-8.1092908,-78.9896986,LAREDO,cyan,new,,,,
PL-99,-8.1092964,-78.9915819,LAREDO,cyan,new,,,,
PM-1,-8.1528521,-79.0120374,Moche,cyan,new,,,,
PM-101,-8.1792137,-78.9936273,Moche,cyan,new,,,,
PM-102,-8.1835616,-78.9935808,Moche,cyan,new,,,,
PM-103,-8.1851345,-78.9916017,Moche,cyan,new,,,,
PM-104,-8.1870925,-78.9897928,Moche,cyan,new,,,,
PM-106,-8.1817216,-78.9942852,Moche,cyan,new,,,,
PM-107,-8.1844429,-78.9906320,Moche,cyan,new,,,,
PM-108,-8.1879669,-78.9943157,Moche,cyan,new,,,,
PM-109,-8.1853436,-78.9952018,Moche,cyan,new,,,,
PM-110,-8.1822015,-78.9962412,Moche,cyan,new,,,,
PM-114,-8.1816068,-78.9919865,Moche,cyan,new,,,,
PM-115,-8.1835299,-78.9880494,Moche,cyan,new,,,,
PM-12,-8.1823127,-79.0118523,Moche,cyan,new,,,,
PM-122,-8.1369074,-79.0164493,Moche,cyan,new,,,,
PM-125,-8.1400721,-79.0144407,Moche,cyan,new,,,,
PM-126,-8.1121228,-78.9984161,Moche,cyan,new,,,,
PM-18,-8.1715419,-79.0113263,Moche,cyan,new,,,,
PM-25,-8.1708904,-79.0022356,Moche,cyan,new,,,,
PM-26,-8.1734734,-78.9988574,Moche,cyan,new,,,,
PM-28,-8.1487098,-79.0116854,Moche,cyan,new,,,,
PM-31,-8.1436099,-78.9991950,Moche,cyan,new,,,,
PM-32,-8.1397134,-78.9980847,Moche,cyan,new,,,,
PM-34,-8.1342703,-78.9966881,Moche,cyan,new,,,,
PM-35,-8.1385754,-78.9939314,Moche,cyan,new,,,,
PM-39,-8.1475498,-79.0058303,Moche,cyan,new,,,,
PM-4,-8.1779895,-79.0141359,Moche,cyan,new,,,,
PM-40,-8.1528574,-79.0118688,Moche,cyan,new,,,,
PM-45,-8.1780372,-79.0160342,Moche,cyan,new,,,,
PM-46,-8.1771090,-79.0153955,Moche,cyan,new,,,,
PM-47,-8.1820721,-79.0118064,Moche,cyan,new,,,,
PM-48,-8.1847173,-79.0103151,Moche,cyan,new,,,,
PM-5,-8.1800686,-79.0128595,Moche,cyan,new,,,,
PM-52,-8.1876327,-79.0059138,Moche,cyan,new,,,,
PM-56,-8.1716275,-79.0112971,Moche,cyan,new,,,,
PM-6,-8.1772550,-79.0152849,Moche,cyan,new,,,,
PM-62,-8.1684356,-79.0058620,Moche,cyan,new,,,,
PM-64,-8.1710932,-79.0023070,Moche,cyan,new,,,,
PM-65,-8.1739403,-78.9986689,Moche,cyan,new,,,,
PM-69,-8.1486869,-79.0118118,Moche,cyan,new,,,,
PM-7,-8.1692068,-79.0106990,Moche,cyan,merge,12121157801,Jirón José Galvez,27.9,
PM-71,-8.1760158,-78.9957028,Moche,cyan,new,,,,
PM-72,-8.1384144,-78.9938007,Moche,cyan,new,,,,
PM-73,-8.1344110,-78.9965503,Moche,cyan,new,,,,
PM-76,-8.1435688,-78.9992882,Moche,cyan,new,,,,
PM-8,-8.1781298,-79.0160564,Moche,cyan,new,,,,
PM-80,-8.1356992,-78.9952113,Moche,cyan,new,,,,
PM-87,-8.1887133,-79.0061386,Moche,cyan,new,,,,
PM-88,-8.1887912,-79.0062284,Moche,cyan,new,,,,
PM-89,-8.1770898,-78.9963901,Moche,cyan,new,,,,
PM-92,-8.1809281,-78.9894656,Moche,cyan,new,,,,
PM-94,-8.1824072,-78.9934343,Moche,cyan,new,,,,
PM-95,-8.1792771,-78.9970905,Moche,cyan,new,,,,
PM-97,-8.1845298,-78.9957128,Moche,cyan,new,,,,
PM-98,-8.1883389,-78.9945497,Moche,cyan,new,,,,
PM-SC-01,-8.1399451,-79.0142003,Moche,cyan,new,,,,
PM-SC4,-8.1807516,-78.9893114,Moche,cyan,new,,,,
PM-SC6,-8.1853963,-78.9831312,Moche,cyan,new,,,,
PS-12,-8.1906759,-78.9934705,Paraderos_Salaverry,cyan,new,,,,
PS-14,-8.1953930,-78.9902912,Paraderos_Salaverry,cyan,new,,,,
PS-15,-8.1986344,-78.9881724,Paraderos_Salaverry,cyan,new,,,,
PS-18,-8.2067868,-78.9826991,Paraderos_Salaverry,cyan,new,,,,
PS-20,-8.2125004,-78.9809040,Paraderos_Salaverry,cyan,new,,,,
PS-21,-8.2157239,-78.9802469,Paraderos_Salaverry,cyan,new,,,,
PS-23,-8.2206898,-78.9777886,Paraderos_Salaverry,cyan,new,,,,
PS-25,-8.2229612,-78.9743363,Paraderos_Salaverry,cyan,new,,,,
PS-26,-8.2205022,-78.9748325,Paraderos_Salaverry,cyan,new,,,,
PS-27,-8.2195489,-78.9722194,Paraderos_Salaverry,cyan,new,,,,
PS-36,-8.1888284,-78.9862486,Paraderos_Salaverry,cyan,new,,,,
