nombre_kml,lat,lon,capa_kml,gtfs_mas_cercano,distancia_metros
AVOC-452,-8.091412945016373,-79.02451931148909,Puntos_Paraderos,FEVI-216,166
AVOC-453,-8.09154943008169,-79.0245237537281,Puntos_Paraderos,FEVI-216,152
CA-490,-8.104861587545527,-79.00964822346047,Puntos_Paraderos,AMS-60,97
CA-491,-8.10528214328916,-79.00889754625652,Puntos_Paraderos,BLPAS-447,140
CALCUC-524,-8.122601052719038,-79.02085851989501,Puntos_Paraderos,AMS-52,84
CALCUC-525,-8.123718270139724,-79.01967566347396,Puntos_Paraderos,JOIN-468,195
CAR-533,-8.105069598777952,-79.021373762107,Puntos_Paraderos,PE-238,131
CARE-402,-8.09426301583718,-79.00025110580525,Puntos_Paraderos,ABR-363,110
CARE-403,-8.09435130940265,-79.00058839222389,Puntos_Paraderos,ABR-363,135
CEV-173,-8.10404405349706,-79.01209976219067,Puntos_Paraderos,CEV-174,68
CEV-179,-8.110476433410678,-79.01763953344813,Puntos_Paraderos,CEV-183,56
CEV-181,-8.09934325723236,-79.0080925416857,Puntos_Paraderos,FEVI-213,132
CEV-185,-8.09911140969774,-79.00820323672463,Puntos_Paraderos,FEVI-213,141
CEV-188,-8.092977420349923,-79.00266275063312,Puntos_Paraderos,ABR-363,409
CEV-190,-8.090863308116655,-79.002788812651,Puntos_Paraderos,CEV-187,384
CEV-191,-8.092525790230082,-79.0038956117434,Puntos_Paraderos,CEV-184,422
CHCH-526,-8.089920933677075,-78.99369008388024,Puntos_Paraderos,PP-42,99
CONT-378,-8.118538484986873,-79.00588960034847,Puntos_Paraderos,CONT-377,62
CONT-380,-8.120002170273763,-79.00695864252728,Puntos_Paraderos,CONT-379,74
CONT-383,-8.121657752491055,-79.00957571654614,Puntos_Paraderos,CONT-382,142
CORT-457,-8.09659926896314,-79.05561314012988,Puntos_Paraderos,PH-168,426
COSR-332,-8.122104992505026,-79.02814440177877,Puntos_Paraderos,JUL-435,340
COSR-334,-8.122055065882252,-79.0283240896964,Puntos_Paraderos,JUL-435,347
COVIC-428,-8.111834418638303,-79.0470568893752,Puntos_Paraderos,AMEO-73,148
COVIC-430,-8.110736840048078,-79.04458285444217,Puntos_Paraderos,COVIC-429,128
COVIC-431,-8.109099614626327,-79.04559518810602,Puntos_Paraderos,JEN-148,196
COVIC-432,-8.109148135870392,-79.04427289310738,Puntos_Paraderos,JEN-148,177
COVIC-433,-8.108086500243024,-79.04392783567229,Puntos_Paraderos,JEN-148,96
CRIS-489,-8.092052346742022,-79.04200368282558,Puntos_Paraderos,Avenida Metropolitana 1,85
CTC-475,-8.104700605473532,-79.0041507065269,Puntos_Paraderos,HOND-314,188
DQS-517,-8.10295167757984,-79.00383286467797,Puntos_Paraderos,CTC-477,80
EGR-248,-8.12138622994812,-79.007177060631,Puntos_Paraderos,CONT-381,99
EGR-249,-8.120853196505179,-79.00742903010097,Puntos_Paraderos,CONT-381,52
EGR-252,-8.118924439492549,-79.0102077988687,Puntos_Paraderos,EGR-251,189
EGR-253,-8.118618416674549,-79.01029799184536,Puntos_Paraderos,EGR-255,205
EGR-256,-8.116405518755435,-79.01283468858011,Puntos_Paraderos,EGR-255,168
EGR-257,-8.116190436607166,-79.01287056338249,Puntos_Paraderos,CARW-309,179
EGR-260,-8.114668923552026,-79.01552226080891,Puntos_Paraderos,AMS-41,58
EGR-261,-8.11387762994138,-79.01633497278675,Puntos_Paraderos,AMS-41,181
EGR-262,-8.113277089237227,-79.0171934023009,Puntos_Paraderos,RIP-331,283
EGR-263,-8.111385722310798,-79.01943847020428,Puntos_Paraderos,JOSA-520,164
EGR-264,-8.111320100606521,-79.0193179744157,Puntos_Paraderos,CEV-183,151
EJER-409,-8.097623853056376,-79.01824176610688,Puntos_Paraderos,AMN-20,181
EJER-410,-8.099841818213305,-79.01932966033182,Puntos_Paraderos,SAN-269,191
EJER-411,-8.101564214385135,-79.02080722179673,Puntos_Paraderos,SAN-271,172
ESP-1,-8.111157540903863,-79.03279300754362,Puntos_Paraderos,JPT-137,115
ESP-11,-8.107067902732153,-79.0225362392202,Puntos_Paraderos,ESP-10,56
ESP-2,-8.112958605291801,-79.03269950781224,Puntos_Paraderos,ESP-5,170
ESP-3,-8.115472165379344,-79.03130605863205,Puntos_Paraderos,ESP-4,127
ESP-7,-8.116501781092737,-79.02828991335447,Puntos_Paraderos,ESP-6,61
ESP-9,-8.107882118390009,-79.02196090992871,Puntos_Paraderos,ESP-8,55
EV-540,-8.116904380160582,-79.00263957640432,Puntos_Paraderos,PM-117,275
EV-541,-8.114325976933198,-79.00071916548782,Puntos_Paraderos,RIP-319,375
EV-544,-8.114188554820624,-79.00072237595843,Puntos_Paraderos,RIP-319,364
EV-546,-8.116678928574183,-79.00261966210454,Puntos_Paraderos,PM-117,300
FERMO-482 / FERMO-483,-8.120464163566051,-79.01596537357152,Puntos_Paraderos,FERMO-481,211
FEVI-211 / FEVI-212,-8.10188220032884,-79.00318410545437,Puntos_Paraderos,CTC-477,100
FEVI-220,-8.092869156483225,-79.01776951236802,Puntos_Paraderos,FEVI-219,246
FEVI-221,-8.093457741615202,-79.01615233314547,Puntos_Paraderos,FEVI-222,123
FEVI-223,-8.094983656785251,-79.01383615890094,Puntos_Paraderos,FEVI-222,185
FEVI-224,-8.09559674533677,-79.01313526085664,Puntos_Paraderos,FEVI-225,231
FEVI-227,-8.106669560387157,-78.9994892697516,Puntos_Paraderos,EV-543,449
FEVI-228,-8.108361971708712,-78.99724961418943,Puntos_Paraderos,EV-543,205
FEVI-229,-8.10645361404721,-78.9994737997669,Puntos_Paraderos,Avenida Federico Villarreal Sur y Avenida Federico Villarreal y Avenida 5 de Abril,464
FEVI-230,-8.108174674974856,-78.99711666360149,Puntos_Paraderos,EV-543,227
FRAZ-422,-8.115265679182626,-79.01835802195403,Puntos_Paraderos,Jirón Francisco de Zela,233
GPRA-420,-8.120353334236297,-79.0192133161398,Puntos_Paraderos,HUAY-494,186
GPRA-421,-8.11740990867557,-79.02012158379448,Puntos_Paraderos,HUAY-494,277
GUZBA-459,-8.106212530856482,-79.00597293292567,Puntos_Paraderos,BLPAS-447,260
GUZBA-460,-8.106363224299528,-79.0063226238459,Puntos_Paraderos,BLPAS-447,244
HOND-315,-8.10659092740667,-79.00383084956952,Puntos_Paraderos,HOND-314,358
HOND-316,-8.106661921116912,-79.00357267757428,Puntos_Paraderos,HOND-314,359
HOND-317,-8.108991204824683,-79.0032359248851,Puntos_Paraderos,RIP-320,315
HOND-318,-8.10896751246898,-79.00343556205439,Puntos_Paraderos,RIP-320,318
HSJ-231,-8.125304139493709,-79.03561268016223,Puntos_Paraderos,AMS-39,179
HSJ-232,-8.125252026508747,-79.03536289718136,Puntos_Paraderos,AMS-39,163
HSJ-233,-8.122920687780931,-79.03467390262108,Puntos_Paraderos,HSJ-234,91
HSJ-235,-8.120072861703107,-79.0334940733827,Puntos_Paraderos,HSJ-234,255
HSJ-236,-8.11988234800898,-79.0331822621838,Puntos_Paraderos,HSJ-234,286
HUALL-510,-8.103276458419504,-79.02144684264609,Puntos_Paraderos,CAR-532,192
HUALL-511,-8.106451187675393,-79.01711717077839,Puntos_Paraderos,CEV-178,231
HUAS-444,-8.09019267182634,-78.99537256405335,Puntos_Paraderos,Avenida Libertad,82
HUAY-495,-8.117331572276239,-79.02206048761593,Puntos_Paraderos,IN-168,228
JEN-140,-8.11292535145817,-79.0342058646311,Puntos_Paraderos,JPT-129,114
JEN-143,-8.109528460990777,-79.03890811124936,Puntos_Paraderos,JEN-144,87
JEN-147,-8.107820448545953,-79.043575386382,Puntos_Paraderos,JEN-148,121
JEN-149,-8.107005746551557,-79.04604613355767,Puntos_Paraderos,JEN-148,167
JEN-150,-8.102341919770081,-79.05123393213593,Puntos_Paraderos,MANT-110,182
JOIN-464,-8.126935204390959,-79.02074988683836,Puntos_Paraderos,VF-479,97
JOIN-465,-8.125170043335693,-79.01913822093154,Puntos_Paraderos,VF-480,52
JOIN-466,-8.122431776759466,-79.0148852392597,Puntos_Paraderos,Calle Fernando de Montesinos y José Joaquín Inclan,107
JOIN-467,-8.123682756637765,-79.01627831571584,Puntos_Paraderos,JOIN-468,211
JPT-127,-8.115994941329067,-79.03754856270656,Puntos_Paraderos,JPT-130,276
JPT-128,-8.115514988636031,-79.03680056449497,Puntos_Paraderos,JPT-129,294
JPT-132,-8.123317320925675,-79.04384739267668,Puntos_Paraderos,JPT-136,336
JPT-135,-8.12343716757345,-79.04363457917816,Puntos_Paraderos,JPT-136,340
JPT-138,-8.112164587752765,-79.03425280764091,Puntos_Paraderos,JPT-137,81
JUL-436,-8.117587809085263,-79.0288675945266,Puntos_Paraderos,ESP-6,130
JUL-437,-8.120033947960323,-79.02562080495754,Puntos_Paraderos,JUL-435,105
JUL-438,-8.120796443441943,-79.02500789695443,Puntos_Paraderos,JUL-435,210
JUN-284,-8.105815272167945,-79.01877446200966,Puntos_Paraderos,PE-239,144
JUN-285,-8.104033513172185,-79.01724759641237,Puntos_Paraderos,PE-241,127
JUN-286,-8.102107644323285,-79.01518095253547,Puntos_Paraderos,PE-243,133
LAM-416,-8.129276754992103,-79.0213849033977,Puntos_Paraderos,Calle Miguel Iglesias,88
LAM-417,-8.129316587808114,-79.02151331463695,Puntos_Paraderos,Calle Miguel Iglesias,101
LUSE-500 / LUSE-501,-8.103083454400998,-79.00859278092238,Puntos_Paraderos,BLPAS-448,118
MAN-512,-8.101795894278965,-79.02123470024284,Puntos_Paraderos,SAN-271,195
MANT-100,-8.103936334018858,-79.03734747799294,Puntos_Paraderos,NPT-197,226
MANT-101,-8.102650057712449,-79.03985222762007,Puntos_Paraderos,MANT-107,172
MANT-102,-8.102827347563213,-79.03928976296328,Puntos_Paraderos,MANT-107,237
MANT-103,-8.104271405825923,-79.03643679288575,Puntos_Paraderos,NPT-197,148
MANT-104,-8.100805701888435,-79.0519868773742,Puntos_Paraderos,MANT-110,102
MANT-105 / MANT-106,-8.101197180608862,-79.04586810405563,Puntos_Paraderos,AMEO-67,175
MANT-109,-8.101625094399843,-79.04367026945685,Puntos_Paraderos,MANT-108,57
MANT-112,-8.100868799383191,-79.05354039418275,Puntos_Paraderos,MANT-110,273
MANT-113,-8.10097180108139,-79.05510830848858,Puntos_Paraderos,PH-55,261
MARVA-518,-8.128106784635508,-79.0205299503815,Puntos_Paraderos,Sin nombre,66
MAVE-351,-8.101313451837282,-79.03519467743273,Puntos_Paraderos,MAVE-352,141
MAVE-353,-8.102630405511896,-79.03348400691297,Puntos_Paraderos,AMN-27,97
MAVE-354,-8.103344378551446,-79.03249496384132,Puntos_Paraderos,AMN-27,99
MEI-392,-8.091216826823114,-79.04486831645428,Puntos_Paraderos,MEI-393,251
MEI-395,-8.09100414221566,-79.04475322802013,Puntos_Paraderos,MEI-393,240
MEI-398,-8.090959480771883,-79.05199714554081,Puntos_Paraderos,PH-83,80
MEI-399,-8.091090235623536,-79.04834388211847,Puntos_Paraderos,MEI-396,82
MEII-386,-8.099033901692705,-79.04895700079014,Puntos_Paraderos,MEII-387,71
MEII-389,-8.096423249868666,-79.04813692237151,Puntos_Paraderos,MEII-388,97
MEII-390,-8.093079661490625,-79.04803097528779,Puntos_Paraderos,MEI-396,247
MEII-391,-8.093366120523875,-79.04785026236995,Puntos_Paraderos,MEI-396,276
MI-503,-8.127754960683337,-79.01895179907032,Puntos_Paraderos,VF-479,158
MI-504,-8.129756689132417,-79.02103654816909,Puntos_Paraderos,Calle Miguel Iglesias,51
MM-516,-8.10813272077039,-79.01402592289841,Puntos_Paraderos,CEV-177,162
MRFT-153,-8.087977723505082,-79.01582767746747,Puntos_Paraderos,MRFT-152,62
MRFT-154,-8.090294033284763,-79.01671584970451,Puntos_Paraderos,MRFT-152,328
MRFT-155,-8.090903471307605,-79.01731833858476,Puntos_Paraderos,FEVI-219,324
MRFT-156,-8.09299269071651,-79.01824034363196,Puntos_Paraderos,FEVI-219,202
MRFT-157,-8.093147370919583,-79.01844352853303,Puntos_Paraderos,FEVI-219,190
MRFT-159,-8.09583107023397,-79.01952009797384,Puntos_Paraderos,MRFT-158,88
MRFT-160,-8.097972644449117,-79.0202265184093,Puntos_Paraderos,SALVLA-303,317
MRFT-161,-8.09822539693071,-79.0205477907252,Puntos_Paraderos,SALVLA-303,298
MRFT-162,-8.10043298733711,-79.02155126784554,Puntos_Paraderos,SAN-271,321
MRFT-163,-8.100837280258222,-79.0220679102546,Puntos_Paraderos,SAN-271,330
MRFT-164,-8.102700375530713,-79.02346199658898,Puntos_Paraderos,ESP-12,344
MRFT-165,-8.102952670066784,-79.02373753805652,Puntos_Paraderos,ESP-13,311
MRFT-166,-8.104683355970552,-79.02500047401813,Puntos_Paraderos,ESP-13,117
NA-527,-8.106955385739901,-79.03486352236465,Puntos_Paraderos,ROM-370,184
NPT-198,-8.101716423037482,-79.03585458523476,Puntos_Paraderos,NPT-196,167
NPT-199,-8.101080809700113,-79.03643972706392,Puntos_Paraderos,NPT-196,260
NPT-200,-8.096814940425327,-79.03836328221183,Puntos_Paraderos,PACALS-89,280
NPT-201,-8.09201045377985,-79.04051135015571,Puntos_Paraderos,NPT-205,87
NPT-202,-8.094129908850556,-79.0395749763371,Puntos_Paraderos,PACALS-89,150
NPT-203,-8.093748573101315,-79.03953861160487,Puntos_Paraderos,PACALS-89,157
NPT-204,-8.099443618797439,-79.0371447295226,Puntos_Paraderos,MAVE-352,439
NPT-206,-8.095983808802067,-79.03850545465879,Puntos_Paraderos,PACALS-89,190
NPT-207,-8.09848382275919,-79.03741592820246,Puntos_Paraderos,PACALS-89,474
NPT-208,-8.086861494662067,-79.04269160623366,Puntos_Paraderos,Avenida José Gabriel Condorcanqui y Avenida Federico Villareal,165
NPT-209,-8.089316448761043,-79.04154943647494,Puntos_Paraderos,MEI-394,222
NPT-210,-8.088164637395238,-79.04221694919401,Puntos_Paraderos,Avenida José Gabriel Condorcanqui y Avenida Federico Villareal,319
PE-240,-8.104274935030265,-79.01934005535834,Puntos_Paraderos,PE-239,51
PE-244,-8.100507178299653,-79.01531554218745,Puntos_Paraderos,PE-243,60
PE-245,-8.099314046910184,-79.01383951712717,Puntos_Paraderos,PE-243,266
PE-246,-8.097709027881505,-79.01238731116985,Puntos_Paraderos,PE-247,89
PEMU-341,-8.108725203844793,-79.03541553435835,Puntos_Paraderos,PEMU-342,203
PEMU-344,-8.107097443962274,-79.0392155582395,Puntos_Paraderos,PEMU-342,254
PESQT-404,-8.09250138790664,-79.00050890837561,Puntos_Paraderos,ABR-363,291
PESQT-405,-8.093101124418354,-78.99981720141294,Puntos_Paraderos,ABR-363,206
PESQT-408,-8.089985991405921,-79.00585558243753,Puntos_Paraderos,PLUN-291,597
PFRAZ-423,-8.117602216323425,-79.0150698823607,Puntos_Paraderos,Jirón Francisco de Zela,212
PFRAZ-424,-8.121372642363447,-79.01032615097742,Puntos_Paraderos,CONT-382,197
PFRAZ-425,-8.121177924481646,-79.01097130484574,Puntos_Paraderos,C20-529,230
PFRAZ-426,-8.120175783090732,-79.01165291827922,Puntos_Paraderos,C20-529,189
PFRAZ-427,-8.118820880231599,-79.01310090190633,Puntos_Paraderos,EGR-255,233
PLAT-513,-8.104647167346316,-79.0072677622457,Puntos_Paraderos,BLPAS-447,56
PLUN-287,-8.100051603983799,-79.01288525135958,Puntos_Paraderos,PLUN-288,308
PLUN-292,-8.091288857408724,-79.00718294128265,Puntos_Paraderos,PLUN-291,395
PLUN-293,-8.091281580212382,-79.00737006148276,Puntos_Paraderos,PLUN-291,385
PLUN-294,-8.088212185768073,-79.00535810694137,Puntos_Paraderos,CEV-189,623
PLUN-295,-8.088025219468216,-79.00502376683231,Puntos_Paraderos,CEV-189,591
PRO-445,-8.091075841339105,-79.02631781334196,Puntos_Paraderos,SEP-449,256
PRO-446,-8.091259979769568,-79.02624405645709,Puntos_Paraderos,FEVI-214,255
PROSAC-441,-8.08763718107549,-79.00228321856864,Puntos_Paraderos,CEV-189,320
PROSAC-442,-8.090827124914474,-79.00316130783946,Puntos_Paraderos,CEV-187,420
PSAN-273,-8.086827853667238,-79.01130957173572,Puntos_Paraderos,MRFT-151,391
PSAN-274,-8.089551822650167,-79.01256446086073,Puntos_Paraderos,PSAN-277,294
PSAN-275,-8.086954105009037,-79.01124545505535,Puntos_Paraderos,MRFT-151,402
PSAN-276,-8.089691117060047,-79.01286028843091,Puntos_Paraderos,PSAN-277,265
PSAN-281 / PSAN-282,-8.097148735461866,-79.01624820365129,Puntos_Paraderos,Avenida América Norte y Avenida Prolongación Santa,56
PUN-521,-8.104914698384782,-79.0176217644276,Puntos_Paraderos,PE-239,205
PUN-522,-8.10697794903092,-79.01520307698067,Puntos_Paraderos,CEV-176,74
RASAN-471,-8.109230397441308,-79.00628138346849,Puntos_Paraderos,RIP-324,434
RASAN-472,-8.10618000315583,-79.00681179240516,Puntos_Paraderos,BLPAS-447,196
RASAN-473,-8.103425008503622,-79.00558669313172,Puntos_Paraderos,SR-528,122
RASAN-474,-8.103484425070768,-79.00572248151727,Puntos_Paraderos,SR-528,138
REP-469,-8.098916725338752,-79.04984682619835,Puntos_Paraderos,MEII-387,143
REP-470,-8.096269893254105,-79.04887151143267,Puntos_Paraderos,MEII-388,113
RIP-321,-8.112227216734075,-79.00564764499032,Puntos_Paraderos,RIP-319,273
RIP-322,-8.112340584179407,-79.00555784801467,Puntos_Paraderos,RIP-319,265
RIP-325,-8.113181303625998,-79.01071775618557,Puntos_Paraderos,CARW-307,194
RIP-326,-8.113020727645344,-79.01076704339654,Puntos_Paraderos,CARW-307,212
RIP-327,-8.113127160354573,-79.01314146781633,Puntos_Paraderos,AMS-61,133
RIP-328,-8.112703588593256,-79.01368632754348,Puntos_Paraderos,AMS-61,76
RIP-329,-8.1123146129927,-79.01498783293643,Puntos_Paraderos,AMS-61,155
RIP-330,-8.11133905412004,-79.01611838160301,Puntos_Paraderos,RIP-331,123
RJ-515,-8.104865568958738,-79.03723139179573,Puntos_Paraderos,ROM-370,169
ROM-372,-8.108971161763579,-79.03735444303688,Puntos_Paraderos,PEMU-342,129
ROME-534,-8.105551331990581,-79.0071712082828,Puntos_Paraderos,BLPAS-447,116
S-537,-8.114656036734269,-79.01814391307515,Puntos_Paraderos,Jirón Francisco de Zela,263
SALV-502,-8.10638691804342,-79.03538846686878,Puntos_Paraderos,ROM-370,104
SALVLA-296,-8.104911706357901,-79.02988046840264,Puntos_Paraderos,MAVE-356,79
SALVLA-299,-8.101383642687196,-79.02689449201677,Puntos_Paraderos,SALVLA-297,305
SALVLA-300,-8.10111345026494,-79.02693472515482,Puntos_Paraderos,SALVLA-297,325
SALVLA-304,-8.09647502847381,-79.02246717564,Puntos_Paraderos,SALVLA-303,56
SAN-267,-8.099210232467179,-79.01694522806967,Puntos_Paraderos,Avenida América Norte y Avenida Prolongación Santa,188
SAN-268,-8.099926036662856,-79.01709303574302,Puntos_Paraderos,Avenida Prolongación Santa,177
SAN-272,-8.10454125216543,-79.02146033810136,Puntos_Paraderos,AMA-462,181
SANTR-384,-8.117161893235984,-79.00658842356849,Puntos_Paraderos,Avenida Santa Rosa y Avenida del Contador,156
SANTR-385,-8.117058405925924,-79.00647315993623,Puntos_Paraderos,Avenida Santa Rosa y Avenida del Contador,152
SB-530,-8.107772912326865,-79.0017551557484,Puntos_Paraderos,RIP-320,477
SB-531,-8.107883775517093,-79.00179270880213,Puntos_Paraderos,RIP-320,464
SOCR-498,-8.103190003201812,-79.00725703615896,Puntos_Paraderos,BLPAS-447,177
SOCR-499,-8.103101044736473,-79.0072731313079,Puntos_Paraderos,BLPAS-447,186
SS-507,-8.091286202094436,-78.99491518929688,Puntos_Paraderos,ALFU-535,123
TCH-496,-8.120674958151142,-79.01711012972132,Puntos_Paraderos,FERMO-481,145
TCH-497,-8.121714841058532,-79.01840127902189,Puntos_Paraderos,FERMO-481,267
TEVA-338,-8.095453996602735,-79.02857120742536,Puntos_Paraderos,TUPAT-120,273
TEVA-339,-8.095194983791055,-79.0286239928081,Puntos_Paraderos,FEVI-214,276
TUPAT-115,-8.101685798685752,-79.025380042335,Puntos_Paraderos,SALVLA-302,346
TUPAT-116,-8.101758699555893,-79.02552562062189,Puntos_Paraderos,SALVLA-302,358
TUPAT-117,-8.09943532221329,-79.02794244145133,Puntos_Paraderos,AMN-23,312
TUPAT-118,-8.099440541775115,-79.02767387265908,Puntos_Paraderos,AMN-23,339
TUPAT-119,-8.096963386730364,-79.03012057027301,Puntos_Paraderos,TUPAT-120,54
TUPAT-121,-8.09391500213227,-79.03361752959421,Puntos_Paraderos,TEVA-340,241
TUPAT-122,-8.094273155079348,-79.03289915129365,Puntos_Paraderos,TEVA-340,163
TUPAT-123,-8.092055964266027,-79.03541553652646,Puntos_Paraderos,PACALS-90,110
TUPAT-125,-8.089159126115316,-79.03812471864839,Puntos_Paraderos,TUPAT-124,319
TUPAT-126,-8.087555392510065,-79.04026132380805,Puntos_Paraderos,Avenida José Gabriel Condorcanqui y Avenida Federico Villareal,411
TUYU-492,-8.121626559369005,-79.02292683848468,Puntos_Paraderos,MO-419,128
TUYU-493,-8.119368875925552,-79.0235715773566,Puntos_Paraderos,IN-167,213
VF-478,-8.12783008404908,-79.02103774778936,Puntos_Paraderos,Sin nombre,79
VLHT-92,-8.116880164367654,-79.0323048497156,Puntos_Paraderos,VLHT-91,60
VLHT-93,-8.119134869360918,-79.03422161945365,Puntos_Paraderos,HSJ-234,347
VLHT-94,-8.119945076557412,-79.03464674676243,Puntos_Paraderos,HSJ-234,262
VLHT-95,-8.122376347554235,-79.03704565341691,Puntos_Paraderos,VLHT-96,78
VLHT-98,-8.125936810236329,-79.03980677325815,Puntos_Paraderos,VLHT-97,96
YP-506,-8.091043879060713,-78.9945504037225,Puntos_Paraderos,HDY-538,139
