nombre,lat,lon,capa,fid,elaborado,supervisor
PE-238,-8.065602061999925,-79.04492777399997,Consolidado,1332,,
PE-239,-8.066763263999974,-79.04520122399998,Consolidado,1333,,
PE-24,-8.056603447999976,-79.07934696799998,Consolidado,1118,,
PE-240,-8.068428315999938,-79.04483268499996,Consolidado,1334,,
PE-241,-8.067931457999975,-79.04758247999996,Consolidado,1335,,
PE-242,-8.070526748999953,-79.04335032299997,Consolidado,1336,,
PE-243,-8.071911460999956,-79.04166601699995,Consolidado,1337,,
PE-244,-8.073757112999942,-79.04124998799995,Consolidado,1338,,
PE-245,-8.082240893999938,-79.05243684399994,Consolidado,1339,,
PE-246,-8.08218299999993,-79.05247325499994,Consolidado,1340,,
PE-247,-8.08213580499995,-79.04920395799996,Consolidado,1341,,
PE-248,-8.082176733999972,-79.04916103799997,Consolidado,1342,,
PE-249,-8.08196918799996,-79.04695449299999,Consolidado,1343,,
PE-25,-8.058097030999932,-79.08108660899995,Consolidado,1119,,
PE-250,-8.08114932999996,-79.04661597799998,Consolidado,1344,,
PE-251,-8.071363307999945,-79.06271880599996,Consolidado,1345,,
PE-252,-8.071421947999966,-79.06280713499996,Consolidado,1346,,
PE-253,-8.072388229999945,-79.06429831499997,Consolidado,1347,,
PE-254,-8.072352394999939,-79.06427958299997,Consolidado,1348,,
PE-255,-8.071967556999937,-79.06481645299993,Consolidado,1349,,
PE-256,-8.072147958999949,-79.06439168699995,Consolidado,1350,,
PE-257,-8.071209284999952,-79.06709391899994,Consolidado,1351,,
PE-258,-8.071260178999978,-79.06711204099997,Consolidado,1352,,
PE-259,-8.070119782999939,-79.06992791199997,Consolidado,1353,,
PE-26,-8.059481667999933,-79.08271962499998,Consolidado,1120,,
PE-260,-8.070083374999967,-79.06990067699996,Consolidado,1354,,
PE-261,-8.068954405999932,-79.07265425399999,Consolidado,1355,,
PE-262,-8.069021077999935,-79.07269028199994,Consolidado,1356,,
PE-263,-8.069106451999971,-79.06721029999994,Consolidado,1357,,
PE-264,-8.068910338999956,-79.06688736899997,Consolidado,1358,,
PE-265,-8.06745038899993,-79.06363629899994,Consolidado,1359,,
PE-266,-8.06765397099997,-79.06398378299997,Consolidado,1360,,
PE-267,-8.06576851699998,-79.06195249599995,Consolidado,1361,,
PE-268,-8.065743715999929,-79.06199974799995,Consolidado,1362,,
PE-269,-8.064592540999968,-79.06187555199995,Consolidado,1363,,
PE-27,-8.061923710999963,-79.08128394899995,Consolidado,1121,,
PE-270,-8.06440190099994,-79.06184250499996,Consolidado,1364,,
PE-271,-8.059659715999942,-79.05332546399995,Consolidado,1365,,
PE-272,-8.059543876999953,-79.05317247999994,Consolidado,1366,,
PE-273,-8.056694590999939,-79.05426988099998,Consolidado,1367,,
PE-274,-8.05619471999995,-79.05427857699993,Consolidado,1368,,
PE-275,-8.053390276999949,-79.05520040799996,Consolidado,1369,,
PE-276,-8.049469926999961,-79.05677021099996,Consolidado,1370,,
PE-277,-8.05293636099998,-79.05606225199995,Consolidado,1371,,
PE-278,-8.057241087999955,-79.05986116599996,Consolidado,1372,,
PE-279,-8.05711451299993,-79.06004679599994,Consolidado,1373,,
PE-28,-8.064596735999942,-79.07852072399999,Consolidado,1122,,
PE-280,-8.053612276999957,-79.05798460399996,Consolidado,1374,,
PE-281,-8.053458569999975,-79.05815461599997,Consolidado,1375,,
PE-282,-8.053972933999944,-79.05580069799998,Consolidado,1376,,
PE-283,-8.047375648999946,-79.07091889099996,Consolidado,1377,,
PE-284,-8.047332385999937,-79.07088921999997,Consolidado,1378,,
PE-285,-8.08364611899998,-79.04323741699994,Consolidado,1379,,
PE-286,-8.081822736999925,-79.04004408299994,Consolidado,1380,,
PE-287,-8.08040633099995,-79.03751287599994,Consolidado,1381,,
PE-288,-8.084774188999972,-79.04093695499995,Consolidado,1382,,
PE-289,-8.083591486999978,-79.04315603999999,Consolidado,1383,,
PE-29,-8.066710137999962,-79.06809361499995,Consolidado,1123,,
PE-290,-8.081725897999945,-79.03995792099994,Consolidado,1384,,
PE-291,-8.080297918999975,-79.03738682299996,Consolidado,1385,,
PE-292,-8.084828603999938,-79.04097297799996,Consolidado,1386,,
PE-293,-8.077568374999942,-79.03513166099998,Consolidado,1387,,
PE-294,-8.077612164999948,-79.03518032599999,Consolidado,1388,,
PE-295,-8.078913383999975,-79.03351434499996,Consolidado,1389,,
PE-296,-8.078852732999962,-79.03348444599999,Consolidado,1390,,
PE-297,-8.075621268999953,-79.03491570999995,Consolidado,1391,,
PE-298,-8.07564251399998,-79.03484609699996,Consolidado,1392,,
PE-299,-8.080912324999929,-79.03245618499994,Consolidado,1393,,
PE-3,-8.049899559999972,-79.06299842099997,Consolidado,1097,,
PE-30,-8.06546982499998,-79.06542857999995,Consolidado,1124,,
PE-300,-8.080853136999963,-79.03243337999999,Consolidado,1394,,
PE-301,-8.08300701099995,-79.04307776599995,Consolidado,1395,,
PE-302,-8.08375637599994,-79.04243329199994,Consolidado,1396,,
PE-303,-8.084032194999963,-79.04418662399996,Consolidado,1397,,
PE-304,-8.083958706999965,-79.04400182699999,Consolidado,1398,,
PE-305,-8.081488203999982,-79.04511672499996,Consolidado,1399,,
PE-306,-8.081580936999956,-79.04530125999997,Consolidado,1400,,
PE-307,-8.082387023999956,-79.04010145199999,Consolidado,1401,,
PE-308,-8.08239402099997,-79.04005605799995,Consolidado,1402,,
PE-309,-8.077980638999975,-79.03838119699998,Consolidado,1403,,
PE-31,-8.065914603999943,-79.07695485899995,Consolidado,1125,,
PE-310,-8.077934631999938,-79.03836598099997,Consolidado,1404,,
PE-311,-8.076883775999931,-79.03761015199996,Consolidado,1405,,
PE-312,-8.076893299999938,-79.03750187799994,Consolidado,1406,,
PE-313,-8.080642544999932,-79.03690420999999,Consolidado,1407,,
PE-314,-8.080603269999926,-79.03685270099999,Consolidado,1408,,
PE-315,-8.083655319999934,-79.03515726899997,Consolidado,1409,,
PE-316,-8.083592754999927,-79.03513743099995,Consolidado,1410,,
PE-317,-8.086508539999954,-79.03354258299998,Consolidado,1411,,
PE-318,-8.086502425999981,-79.03349125499994,Consolidado,1412,,
PE-319,-8.08162583199993,-79.03246115499996,Consolidado,1413,,
PE-32,-8.067331028999945,-79.07549189499997,Consolidado,1126,,
PE-320,-8.081568973999936,-79.03240400599998,Consolidado,1414,,
PE-321,-8.077907508999942,-79.03582482099995,Consolidado,1415,,
PE-322,-8.07787325299995,-79.03579984199996,Consolidado,1416,,
PE-323,-8.080559481999956,-79.03432480899994,Consolidado,1417,,
PE-324,-8.080640487999972,-79.03432930199995,Consolidado,1418,,
PE-325,-8.083478061999926,-79.03278117399998,Consolidado,1419,,
PE-326,-8.083433440999954,-79.03270279899994,Consolidado,1420,,
PE-327,-8.08575009499998,-79.03142619899995,Consolidado,1421,,
PE-328,-8.085762130999967,-79.03139687099997,Consolidado,1422,,
PE-329,-8.07886092299998,-79.03241878899996,Consolidado,1423,,
PE-33,-8.06821870899995,-79.07157092899996,Consolidado,1127,,
PE-330,-8.07890139999995,-79.03244579399995,Consolidado,1424,,
PE-331,-8.066937432999964,-79.03293831599996,Consolidado,1425,,
PE-332,-8.068327051999972,-79.03432111099994,Consolidado,1426,,
PE-333,-8.068318610999938,-79.03427647199999,Consolidado,1427,,
PE-334,-8.062945002999982,-79.03391876799998,Consolidado,1428,,
PE-335,-8.06293250999994,-79.03388696899998,Consolidado,1429,,
PE-336,-8.073566685999936,-79.03375191799995,Consolidado,1430,,
PE-337,-8.073544081999955,-79.03380580599998,Consolidado,1431,,
PE-338,-8.071278932999974,-79.03421381599998,Consolidado,1432,,
PE-339,-8.07129976799996,-79.03425455899998,Consolidado,1433,,
PE-34,-8.06292323599996,-79.05480397199995,Consolidado,1128,,
PE-340,-8.067949617999943,-79.03457008599997,Consolidado,1434,,
PE-341,-8.068601691999959,-79.03476602399996,Consolidado,1435,,
PE-342,-8.06668151499997,-79.03573445399996,Consolidado,1436,,
PE-343,-8.066502734999972,-79.03601585399997,Consolidado,1437,,
PE-344,-8.067816654999945,-79.03741483899995,Consolidado,1438,,
PE-345,-8.067571356999963,-79.03719689299999,Consolidado,1439,,
PE-346,-8.066447818999961,-79.03960362899994,Consolidado,1440,,
PE-347,-8.066567043999953,-79.03956398999998,Consolidado,1441,,
PE-348,-8.063606726999978,-79.04042947999994,Consolidado,1442,,
PE-349,-8.06433861499994,-79.04177048899999,Consolidado,1443,,
PE-35,-8.064016352999943,-79.05761911099995,Consolidado,1129,,
PE-350,-8.06131817499994,-79.04356287299998,Consolidado,1444,,
PE-351,-8.060549052999932,-79.04227777199998,Consolidado,1445,,
PE-352,-8.080589750999934,-79.04189453599997,Consolidado,1446,,
PE-353,-8.080745595999929,-79.04185071699999,Consolidado,1447,,
PE-36,-8.064958452999974,-79.06034684599996,Consolidado,1130,,
PE-37,-8.066123379999965,-79.05732815799996,Consolidado,1131,,
PE-38,-8.068005167999956,-79.05671258099994,Consolidado,1132,,
PE-39,-8.070522970999946,-79.05585371699993,Consolidado,1133,,
PE-4,-8.04840096299995,-79.06595210099994,Consolidado,1098,,
PE-40,-8.072978423999928,-79.05498093299997,Consolidado,1134,,
PE-41,-8.075923141999965,-79.04774425299996,Consolidado,1135,,
PE-42,-8.067761154999971,-79.05072510599996,Consolidado,1136,,
PE-43,-8.063725664999936,-79.05200438399999,Consolidado,1137,,
PE-44,-8.074270998999964,-79.04806786899996,Consolidado,1138,,
PE-45,-8.076380660999973,-79.04683527899994,Consolidado,1139,,
PE-46,-8.079254674999959,-79.04519408399995,Consolidado,1140,,
PE-47,-8.07440184799998,-79.05650487699995,Consolidado,1141,,
PE-48,-8.073282736999943,-79.05323981299995,Consolidado,1142,,
PE-49,-8.072319952999976,-79.05057148899994,Consolidado,1143,,
PE-5,-8.046722294999938,-79.06858449299995,Consolidado,1099,,
PE-50,-8.072489685999926,-79.04925645599997,Consolidado,1144,,
PE-51,-8.079147206999949,-79.04627716499994,Consolidado,1145,,
PE-52,-8.06466577699996,-79.04930352299994,Consolidado,1146,,
PE-53,-8.067620560999956,-79.04824908099994,Consolidado,1147,,
PE-54,-8.069721492999975,-79.04710101699999,Consolidado,1148,,
PE-55,-8.072162447999972,-79.04564644599998,Consolidado,1149,,
PE-56,-8.074679488999948,-79.04436646499994,Consolidado,1150,,
PE-57,-8.076951969999925,-79.04311664699998,Consolidado,1151,,
PE-58,-8.078735611999946,-79.04211071399999,Consolidado,1152,,
PE-59,-8.062025271999971,-79.05002817599996,Consolidado,1153,,
PE-6,-8.045890141999962,-79.07020991799999,Consolidado,1100,,
PE-60,-8.062746431999926,-79.04918930899998,Consolidado,1154,,
PE-61,-8.065545848999932,-79.04839867599998,Consolidado,1155,,
PE-62,-8.068434599999932,-79.04697136399994,Consolidado,1156,,
PE-63,-8.070545866999964,-79.04575683199994,Consolidado,1157,,
PE-64,-8.072889541999928,-79.04451851199997,Consolidado,1158,,
PE-65,-8.075377535999962,-79.04317728299998,Consolidado,1159,,
PE-66,-8.077593459999946,-79.04196059299994,Consolidado,1160,,
PE-67,-8.055536857999925,-79.04808197499995,Consolidado,1161,,
PE-68,-8.055916668999942,-79.04974894999998,Consolidado,1162,,
PE-69,-8.056595718999972,-79.05151985399993,Consolidado,1163,,
PE-7,-8.047731780999925,-79.07235953899999,Consolidado,1101,,
PE-70,-8.057263232999958,-79.04898811099997,Consolidado,1164,,
PE-71,-8.059992706999935,-79.04799449799998,Consolidado,1165,,
PE-72,-8.06141372299993,-79.04891755499995,Consolidado,1166,,
PE-73,-8.062114494999946,-79.05175233099999,Consolidado,1167,,
PE-74,-8.063247433999948,-79.04747140199999,Consolidado,1168,,
PE-75,-8.064864081999929,-79.04579728699997,Consolidado,1169,,
PE-76,-8.065878662999978,-79.04476867299996,Consolidado,1170,,
PE-77,-8.067959887999962,-79.04781160499994,Consolidado,1171,,
PE-78,-8.066938002999962,-79.04547689899994,Consolidado,1172,,
PE-79,-8.068788937999955,-79.04459763999995,Consolidado,1173,,
PE-8,-8.049481666999952,-79.07440074899995,Consolidado,1102,,
PE-80,-8.070568684999955,-79.04337623599997,Consolidado,1174,,
PE-81,-8.072111681999957,-79.04154960599999,Consolidado,1175,,
PE-82,-8.073714198999937,-79.04236649699999,Consolidado,1176,,
PE-83,-8.075399091999941,-79.04138890299998,Consolidado,1177,,
PE-84,-8.07754388899997,-79.04036887999996,Consolidado,1178,,
PE-85,-8.075376138999957,-79.05267559199996,Consolidado,1179,,
PE-86,-8.078172835999965,-79.05147621699996,Consolidado,1180,,
PE-87,-8.081063502999939,-79.05016930299996,Consolidado,1181,,
PE-88,-8.075961120999978,-79.05686562399995,Consolidado,1182,,
PE-89,-8.078487374999952,-79.05589695999998,Consolidado,1183,,
PE-9,-8.051333930999931,-79.07654390099998,Consolidado,1103,,
PE-90,-8.080852052999944,-79.05486382999999,Consolidado,1184,,
PE-91,-8.080756747999942,-79.04847469999999,Consolidado,1185,,
PE-92,-8.067484390999937,-79.06062198299998,Consolidado,1186,,
PE-93,-8.070569901999932,-79.05950457299997,Consolidado,1187,,
PE-94,-8.073572259999935,-79.05845368399997,Consolidado,1188,,
PE-95,-8.074650584999972,-79.05973471899995,Consolidado,1189,,
PE-96,-8.073240295999938,-79.06149210699994,Consolidado,1190,,
PE-97,-8.07266094299996,-79.06058181699996,Consolidado,1191,,
PE-98,-8.046633330999953,-79.05748020199997,Consolidado,1192,,
PE-99,-8.051714740999955,-79.05733787199995,Consolidado,1193,,
PFM-1,-8.083099391999951,-79.01397719899995,Consolidado,1640,,
PFM-10,-8.08036209599993,-79.02458854299994,Consolidado,1649,,
PFM-100,-8.075199016999932,-79.02293285299999,Consolidado,1739,,
PFM-101,-8.080545504999975,-79.01894968299996,Consolidado,1740,,
PFM-102,-8.079603603999942,-79.01582079699995,Consolidado,1741,,
PFM-103,-8.07967515599995,-79.01579819399996,Consolidado,1742,,
PFM-104,-8.08065533599995,-79.01901317799997,Consolidado,1743,,
PFM-105,-8.076868136999963,-79.02261642699995,Consolidado,1744,,
PFM-106,-8.076897624999958,-79.02251133799996,Consolidado,1745,,
PFM-11,-8.083128636999959,-79.02422085299997,Consolidado,1650,,
PFM-12,-8.083051950999959,-79.02429256099998,Consolidado,1651,,
PFM-13,-8.08592111799993,-79.02388619299995,Consolidado,1652,,
PFM-14,-8.085836173999951,-79.02392697199997,Consolidado,1653,,
PFM-15,-8.07765939099994,-79.02487835599999,Consolidado,1654,,
PFM-16,-8.076133023999944,-79.02037717799999,Consolidado,1655,,
PFM-17,-8.07970426099996,-79.01967206799998,Consolidado,1656,,
PFM-18,-8.083913477999943,-79.01872867599997,Consolidado,1657,,
PFM-19,-8.07764719599993,-79.02493827399996,Consolidado,1658,,
PFM-2,-8.080300671999964,-79.01220484199996,Consolidado,1641,,
PFM-20,-8.081928967999943,-79.02948341199993,Consolidado,1659,,
PFM-21,-8.081523652999977,-79.02558821399998,Consolidado,1660,,
PFM-22,-8.075342071999955,-79.01367484899998,Consolidado,1661,,
PFM-23,-8.075249411999948,-79.01375163699998,Consolidado,1662,,
PFM-24,-8.085779593999973,-79.01657878499998,Consolidado,1663,,
PFM-25,-8.087212582999939,-79.02631574199995,Consolidado,1664,,
PFM-26,-8.08674005499995,-79.02266656099994,Consolidado,1665,,
PFM-27,-8.086301412999944,-79.01995505099995,Consolidado,1666,,
PFM-28,-8.083740908999971,-79.01885005199995,Consolidado,1667,,
PFM-29,-8.084568058999935,-79.02327407299998,Consolidado,1668,,
PFM-3,-8.07285952799998,-79.02092037199998,Consolidado,1642,,
PFM-30,-8.079600494999966,-79.01977621199995,Consolidado,1669,,
PFM-31,-8.085892506999926,-79.01665890299995,Consolidado,1670,,
PFM-32,-8.087292275999971,-79.02636115999996,Consolidado,1671,,
PFM-33,-8.086832254999933,-79.02273152399994,Consolidado,1672,,
PFM-34,-8.086409957999933,-79.02004425499996,Consolidado,1673,,
PFM-35,-8.07882768099995,-79.02639123899996,Consolidado,1674,,
PFM-36,-8.078862588999925,-79.02633186299994,Consolidado,1675,,
PFM-37,-8.07837825799993,-79.01756738599994,Consolidado,1676,,
PFM-38,-8.078272727999945,-79.01753145399994,Consolidado,1677,,
PFM-39,-8.08869502899995,-79.02652226599997,Consolidado,1678,,
PFM-4,-8.08754391399998,-79.02999260499996,Consolidado,1643,,
PFM-40,-8.088701252999954,-79.02655133699994,Consolidado,1679,,
PFM-41,-8.086364853999953,-79.02679865899995,Consolidado,1680,,
PFM-42,-8.084186667999973,-79.02708516499996,Consolidado,1681,,
PFM-43,-8.082184396999935,-79.02731564499999,Consolidado,1682,,
PFM-44,-8.079961387999958,-79.02762297699996,Consolidado,1683,,
PFM-45,-8.086373249999951,-79.02683751799998,Consolidado,1684,,
PFM-46,-8.084213255999941,-79.02712833399994,Consolidado,1685,,
PFM-47,-8.082201147999967,-79.02735297199996,Consolidado,1686,,
PFM-48,-8.079993464999973,-79.02769829699997,Consolidado,1687,,
PFM-49,-8.080581931999973,-79.03032997599996,Consolidado,1688,,
PFM-5,-8.087626801999932,-79.03007444699995,Consolidado,1644,,
PFM-50,-8.080288241999938,-79.02719396099997,Consolidado,1689,,
PFM-51,-8.079952033999973,-79.02345448899996,Consolidado,1690,,
PFM-52,-8.080564875999926,-79.03035882699999,Consolidado,1691,,
PFM-53,-8.080247147999955,-79.02714962699997,Consolidado,1692,,
PFM-54,-8.079893411999933,-79.02339736799996,Consolidado,1693,,
PFM-55,-8.07700297699995,-79.01582615299998,Consolidado,1694,,
PFM-56,-8.077004666999926,-79.01575134699993,Consolidado,1695,,
PFM-57,-8.076215641999966,-79.01710327899997,Consolidado,1696,,
PFM-58,-8.076291829999946,-79.01715289099997,Consolidado,1697,,
PFM-59,-8.07448941299998,-79.01737261399995,Consolidado,1698,,
PFM-6,-8.076196908999975,-79.02025530699996,Consolidado,1645,,
PFM-60,-8.074513115999935,-79.01734466699997,Consolidado,1699,,
PFM-61,-8.074730123999927,-79.01673760799997,Consolidado,1700,,
PFM-62,-8.074696074999963,-79.01665677199998,Consolidado,1701,,
PFM-63,-8.084529182999972,-79.02334457199998,Consolidado,1702,,
PFM-64,-8.083650482999928,-79.02532880899997,Consolidado,1703,,
PFM-65,-8.083699601999967,-79.02532015699995,Consolidado,1704,,
PFM-66,-8.083864714999947,-79.02807797899999,Consolidado,1705,,
PFM-67,-8.08390122399993,-79.02796638399997,Consolidado,1706,,
PFM-68,-8.083003049999945,-79.03042281899997,Consolidado,1707,,
PFM-69,-8.083047326999974,-79.03047858699995,Consolidado,1708,,
PFM-7,-8.073815091999961,-79.02518726299996,Consolidado,1646,,
PFM-70,-8.084638844999972,-79.02558365099998,Consolidado,1709,,
PFM-71,-8.084666037999966,-79.02555542199997,Consolidado,1710,,
PFM-72,-8.087879480999959,-79.02512832999997,Consolidado,1711,,
PFM-73,-8.087864293999928,-79.02516024199997,Consolidado,1712,,
PFM-74,-8.084097458999963,-79.02140653999999,Consolidado,1713,,
PFM-75,-8.084025973999928,-79.02146749399998,Consolidado,1714,,
PFM-76,-8.080781129999934,-79.02205433499995,Consolidado,1715,,
PFM-77,-8.080712625999979,-79.02211304299993,Consolidado,1716,,
PFM-78,-8.080862339999953,-79.02564177799997,Consolidado,1717,,
PFM-79,-8.080823816999953,-79.02557013899997,Consolidado,1718,,
PFM-8,-8.073721966999926,-79.02526570499998,Consolidado,1647,,
PFM-80,-8.08120417899994,-79.02940887999995,Consolidado,1719,,
PFM-81,-8.081222056999934,-79.02936503499996,Consolidado,1720,,
PFM-82,-8.078906795999956,-79.02945293499994,Consolidado,1721,,
PFM-83,-8.078944468999964,-79.02941199999998,Consolidado,1722,,
PFM-84,-8.079796639999927,-79.03081567499999,Consolidado,1723,,
PFM-85,-8.079807078999977,-79.03085835399997,Consolidado,1724,,
PFM-86,-8.076137426999935,-79.02806038999995,Consolidado,1725,,
PFM-87,-8.076104638999936,-79.02808687299995,Consolidado,1726,,
PFM-88,-8.072702122999942,-79.02754224399996,Consolidado,1727,,
PFM-89,-8.072729988999981,-79.02758986699996,Consolidado,1728,,
PFM-9,-8.080439574999957,-79.02452553499995,Consolidado,1648,,
PFM-90,-8.078077417999964,-79.02960143899998,Consolidado,1729,,
PFM-91,-8.078096238999933,-79.02956369399999,Consolidado,1730,,
PFM-92,-8.075614493999979,-79.03004110499995,Consolidado,1731,,
PFM-93,-8.07561943099995,-79.03007497699997,Consolidado,1732,,
PFM-94,-8.07280572999997,-79.02946476399995,Consolidado,1733,,
PFM-95,-8.072798417999934,-79.02949139399999,Consolidado,1734,,
PFM-96,-8.075759438999967,-79.02577137599997,Consolidado,1735,,
PFM-97,-8.072669937999933,-79.02607201999996,Consolidado,1736,,
PFM-98,-8.07094389699995,-79.02634257399995,Consolidado,1737,,
PFM-99,-8.075278405999939,-79.02291721499995,Consolidado,1738,,
PH-1,-8.088567160999958,-79.11528439299997,Consolidado,722,,
PH-10,-8.078582479999966,-79.12047004799996,Consolidado,731,,
PH-100,-8.036495642999967,-79.06709197699996,Consolidado,821,,
PH-101,-8.005318773999932,-79.07090293399995,Consolidado,822,,
PH-102,-7.992984294999927,-79.07479910399996,Consolidado,823,,
PH-103,-7.997533597999961,-79.07336116199997,Consolidado,824,,
PH-104,-8.001245368999946,-79.07221029399994,Consolidado,825,,
PH-105,-8.011867977999941,-79.06882948699996,Consolidado,826,,
PH-106,-8.014227404999929,-79.06630543999995,Consolidado,827,,
PH-107,-8.016140201999974,-79.07267767399998,Consolidado,828,,
PH-108,-8.035418149999941,-79.06373928299996,Consolidado,829,,
PH-109,-8.015994963999958,-79.06730783499995,Consolidado,830,,
PH-11,-8.081252405999976,-79.12269204899997,Consolidado,732,,
PH-110,-8.019670578999978,-79.06616018899996,Consolidado,831,,
PH-111,-8.023428046999982,-79.06489486899994,Consolidado,832,,
PH-112,-8.027370369999971,-79.06365361099995,Consolidado,833,,
PH-113,-8.03061377499995,-79.06265361199996,Consolidado,834,,
PH-114,-8.034263710999937,-79.06139146299995,Consolidado,835,,
PH-115,-8.03765066699998,-79.06020413399995,Consolidado,836,,
PH-116,-8.04253095599995,-79.05875343099996,Consolidado,837,,
PH-117,-8.015377413999943,-79.06913275199997,Consolidado,838,,
PH-118,-8.016245702999981,-79.07209718599995,Consolidado,839,,
PH-119,-8.017856653999957,-79.07162957899999,Consolidado,840,,
PH-12,-8.086004042999946,-79.12228226299999,Consolidado,733,,
PH-120,-8.051213902999962,-79.08442137599997,Consolidado,841,,
PH-121,-8.05257557699997,-79.08178814799999,Consolidado,842,,
PH-122,-8.045365467999943,-79.06686885599999,Consolidado,843,,
PH-123,-8.02030874999997,-79.07065638399996,Consolidado,844,,
PH-124,-8.026253679999968,-79.06838546899996,Consolidado,845,,
PH-125,-8.037356776999957,-79.06950060399998,Consolidado,846,,
PH-126,-8.022958876999951,-79.06964527599996,Consolidado,847,,
PH-127,-8.035540591999961,-79.06394004699996,Consolidado,848,,
PH-128,-8.015553343999954,-79.06737390899997,Consolidado,849,,
PH-129,-8.019157980999978,-79.06613360799997,Consolidado,850,,
PH-13,-8.089168056999938,-79.11972728499995,Consolidado,734,,
PH-130,-8.022955933999981,-79.06492241799998,Consolidado,851,,
PH-131,-8.026962580999964,-79.06360599699997,Consolidado,852,,
PH-132,-8.030471451999972,-79.06247924799999,Consolidado,853,,
PH-133,-8.03448865699994,-79.06114030499998,Consolidado,854,,
PH-134,-8.03799254699993,-79.05996179499994,Consolidado,855,,
PH-135,-8.04214701099994,-79.05865699499998,Consolidado,856,,
PH-136,-7.99291575999996,-79.07457827499996,Consolidado,857,,
PH-137,-7.997649974999946,-79.07307188899995,Consolidado,858,,
PH-138,-8.001605496999957,-79.07188610699995,Consolidado,859,,
PH-139,-8.005873313999928,-79.07049089799995,Consolidado,860,,
PH-14,-8.091339645999938,-79.11790929799997,Consolidado,735,,
PH-140,-8.011756354999932,-79.06861547899996,Consolidado,861,,
PH-141,-8.014494756999966,-79.06614844399996,Consolidado,862,,
PH-142,-8.016078457999981,-79.07279805499996,Consolidado,863,,
PH-143,-8.029466954999975,-79.06734866899995,Consolidado,864,,
PH-144,-8.032371646999934,-79.06639381799994,Consolidado,865,,
PH-145,-8.034347817999958,-79.06719094699997,Consolidado,866,,
PH-146,-8.034891088999927,-79.06911406599994,Consolidado,867,,
PH-147,-8.036447704999944,-79.07084894499997,Consolidado,868,,
PH-148,-8.038176097999951,-79.07186735299996,Consolidado,869,,
PH-149,-8.038071274999936,-79.07176004999997,Consolidado,870,,
PH-15,-8.097525218999976,-79.11067291199998,Consolidado,736,,
PH-150,-8.037301528999933,-79.06959854199994,Consolidado,871,,
PH-151,-8.03649506499994,-79.06685939399995,Consolidado,872,,
PH-152,-8.044734391999953,-79.07314291999995,Consolidado,873,,
PH-153,-8.044900354999982,-79.07306313899994,Consolidado,874,,
PH-154,-8.041989118999936,-79.07554011699995,Consolidado,875,,
PH-155,-8.041938195999933,-79.07551558699998,Consolidado,876,,
PH-156,-8.040465964999953,-79.07295514299994,Consolidado,877,,
PH-157,-8.04045786699993,-79.07306173499995,Consolidado,878,,
PH-158,-8.038354669999933,-79.07251937199999,Consolidado,879,,
PH-159,-8.038365020999947,-79.07241323099998,Consolidado,880,,
PH-16,-8.09273066299994,-79.10534182099997,Consolidado,737,,
PH-160,-8.03100133199996,-79.06168216199995,Consolidado,881,,
PH-161,-8.03110513799993,-79.06166362799996,Consolidado,882,,
PH-162,-8.029712684999936,-79.05892507799996,Consolidado,883,,
PH-163,-8.029743114999974,-79.05904760699997,Consolidado,884,,
PH-164,-8.09993652299994,-79.05686861899994,Consolidado,885,,
PH-165,-8.099922971999945,-79.05681948499995,Consolidado,886,,
PH-166,-8.096382071999926,-79.05560559499997,Consolidado,887,,
PH-167,-8.092857829999957,-79.05459013999996,Consolidado,888,,
PH-168,-8.092896826999947,-79.05463486199994,Consolidado,889,,
PH-17,-8.086879929999952,-79.10008687199996,Consolidado,738,,
PH-18,-8.067871327999967,-79.11168064099996,Consolidado,739,,
PH-19,-8.070752393999953,-79.11305628299993,Consolidado,740,,
PH-2,-8.086216578999938,-79.11448374999998,Consolidado,723,,
PH-20,-8.073522572999934,-79.11437491199996,Consolidado,741,,
PH-21,-8.075993920999963,-79.11541944699997,Consolidado,742,,
PH-22,-8.079663466999932,-79.11661804699997,Consolidado,743,,
PH-23,-8.09909530899995,-79.10935560599995,Consolidado,744,,
PH-24,-8.10094139499995,-79.10676589299999,Consolidado,745,,
PH-25,-8.086729528999967,-79.10010447199994,Consolidado,746,,
PH-26,-8.092529403999947,-79.10558086199995,Consolidado,747,,
PH-27,-8.097297543999957,-79.11052610599995,Consolidado,748,,
PH-28,-8.091876965999973,-79.11729523899999,Consolidado,749,,
PH-29,-8.089853381999944,-79.11891164099995,Consolidado,750,,
PH-3,-8.082721302999971,-79.11349009099996,Consolidado,724,,
PH-30,-8.086141515999941,-79.12195727399995,Consolidado,751,,
PH-31,-8.08384470599998,-79.12301437399998,Consolidado,752,,
PH-32,-8.081973465999965,-79.12234161699996,Consolidado,753,,
PH-33,-8.082712539999932,-79.11958360499995,Consolidado,754,,
PH-34,-8.081529627999942,-79.11842737199999,Consolidado,755,,
PH-35,-8.081667466999932,-79.11495270399996,Consolidado,756,,
PH-36,-8.082738354999947,-79.11353145799995,Consolidado,757,,
PH-37,-8.085618383999929,-79.11436568999994,Consolidado,758,,
PH-38,-8.088830171999973,-79.11538563199997,Consolidado,759,,
PH-39,-8.078549686999963,-79.11644730299997,Consolidado,760,,
PH-4,-8.081620313999963,-79.11505339599995,Consolidado,725,,
PH-40,-8.07542462799995,-79.11534030899998,Consolidado,761,,
PH-41,-8.072353120999935,-79.11569598099999,Consolidado,762,,
PH-42,-8.068335735999938,-79.11697537299995,Consolidado,763,,
